,year,state,district,chloride,sdp,ginivalue,intercept,sdp2,sdp3
3598,2004,uttarpradesh,ghaziabad,28.4,407921.4919919,0.4,1,166399943628.89777,6.787811327246803e+16
3599,2005,uttarpradesh,ghaziabad,,431731.0483276,0.4,1,186391698090.0485,8.047108321597816e+16
3600,2006,uttarpradesh,ghaziabad,,466023.3283118,0.4,1,217177742530.80777,1.0120989440945019e+17
3601,2007,uttarpradesh,ghaziabad,,495889.8633084,0.4,1,245906756532.02362,1.2194266788327718e+17
3602,2008,uttarpradesh,ghaziabad,,533571.8096457,0.4,1,284698876048.58716,1.519072944973415e+17
3603,2009,uttarpradesh,ghaziabad,,566760.9860888,0.4,1,321218015352.34894,1.820538391305846e+17
3604,2010,uttarpradesh,ghaziabad,,612018.7067716,0.4,1,374566897438.38165,2.2924194816968883e+17
3605,2011,uttarpradesh,ghaziabad,,645131.553217,0.4,1,416194720956.1789,2.6850034677117558e+17
3606,2012,uttarpradesh,ghaziabad,,673552.189347,0.4,1,453672551774.1369,3.0557214049411014e+17
3607,2013,uttarpradesh,ghaziabad,,707469.104121,0.4,1,500512533285.7704,3.540971535250162e+17
3608,2014,uttarpradesh,ghaziabad,,729686.3008,0.4,1,532442097575.18805,3.885157045698316e+17
3609,2015,uttarpradesh,ghaziabad,,792048.75936,0.4,1,627341237203.7152,4.968848486225701e+17
3610,2016,uttarpradesh,ghaziabad,59.599998,888453.00797,0.4,1,789348747370.9409,7.012992689390642e+17
3611,2017,uttarpradesh,ghaziabad,,922457.512487,0.4,1,850927862343.7037,7.849447992034533e+17
3612,2018,uttarpradesh,ghaziabad,26.587502,949184.454018,0.4,1,900951127749.4489,8.55168804289762e+17
3613,2000,uttarpradesh,ghazipur,,351084.1089774,0.24,1,123260051576.45488,4.327464538022803e+16
3614,2000,uttarpradesh,ghazipur,,351084.1089774,0.24,1,123260051576.45488,4.327464538022803e+16
3615,2001,uttarpradesh,ghazipur,108.0,357471.0467097,0.24,1,127785549235.72853,4.5679634039669784e+16
3616,2001,uttarpradesh,ghazipur,108.0,357471.0467097,0.24,1,127785549235.72853,4.5679634039669784e+16
3617,2002,uttarpradesh,ghazipur,107.875,369038.1836814,0.24,1,136189181014.86674,5.025900799878383e+16
3618,2002,uttarpradesh,ghazipur,107.875,369038.1836814,0.24,1,136189181014.86674,5.025900799878383e+16
3619,2003,uttarpradesh,ghazipur,,388468.8674867,0.24,1,150908061006.3993,5.862308355376977e+16
3620,2003,uttarpradesh,ghazipur,,388468.8674867,0.24,1,150908061006.3993,5.862308355376977e+16
3621,2004,uttarpradesh,ghazipur,73.833336,407921.4919919,0.24,1,166399943628.89777,6.787811327246803e+16
3622,2004,uttarpradesh,ghazipur,73.833336,407921.4919919,0.24,1,166399943628.89777,6.787811327246803e+16
3623,2005,uttarpradesh,ghazipur,36.0,431731.0483276,0.24,1,186391698090.0485,8.047108321597816e+16
3624,2005,uttarpradesh,ghazipur,36.0,431731.0483276,0.24,1,186391698090.0485,8.047108321597816e+16
3625,2006,uttarpradesh,ghazipur,,466023.3283118,0.24,1,217177742530.80777,1.0120989440945019e+17
3626,2006,uttarpradesh,ghazipur,,466023.3283118,0.24,1,217177742530.80777,1.0120989440945019e+17
3627,2007,uttarpradesh,ghazipur,,495889.8633084,0.24,1,245906756532.02362,1.2194266788327718e+17
3628,2007,uttarpradesh,ghazipur,,495889.8633084,0.24,1,245906756532.02362,1.2194266788327718e+17
3629,2008,uttarpradesh,ghazipur,,533571.8096457,0.24,1,284698876048.58716,1.519072944973415e+17
3630,2008,uttarpradesh,ghazipur,,533571.8096457,0.24,1,284698876048.58716,1.519072944973415e+17
3631,2009,uttarpradesh,ghazipur,,566760.9860888,0.24,1,321218015352.34894,1.820538391305846e+17
3632,2009,uttarpradesh,ghazipur,,566760.9860888,0.24,1,321218015352.34894,1.820538391305846e+17
3633,2010,uttarpradesh,ghazipur,,612018.7067716,0.24,1,374566897438.38165,2.2924194816968883e+17
3634,2010,uttarpradesh,ghazipur,,612018.7067716,0.24,1,374566897438.38165,2.2924194816968883e+17
3635,2011,uttarpradesh,ghazipur,,645131.553217,0.24,1,416194720956.1789,2.6850034677117558e+17
3636,2011,uttarpradesh,ghazipur,,645131.553217,0.24,1,416194720956.1789,2.6850034677117558e+17
3637,2012,uttarpradesh,ghazipur,,673552.189347,0.24,1,453672551774.1369,3.0557214049411014e+17
3638,2012,uttarpradesh,ghazipur,,673552.189347,0.24,1,453672551774.1369,3.0557214049411014e+17
3639,2013,uttarpradesh,ghazipur,,707469.104121,0.24,1,500512533285.7704,3.540971535250162e+17
3640,2013,uttarpradesh,ghazipur,,707469.104121,0.24,1,500512533285.7704,3.540971535250162e+17
3641,2014,uttarpradesh,ghazipur,,729686.3008,0.24,1,532442097575.18805,3.885157045698316e+17
3642,2014,uttarpradesh,ghazipur,,729686.3008,0.24,1,532442097575.18805,3.885157045698316e+17
3643,2015,uttarpradesh,ghazipur,,792048.75936,0.24,1,627341237203.7152,4.968848486225701e+17
3644,2015,uttarpradesh,ghazipur,,792048.75936,0.24,1,627341237203.7152,4.968848486225701e+17
3645,2016,uttarpradesh,ghazipur,89.010002,888453.00797,0.24,1,789348747370.9409,7.012992689390642e+17
3646,2016,uttarpradesh,ghazipur,89.010002,888453.00797,0.24,1,789348747370.9409,7.012992689390642e+17
3647,2017,uttarpradesh,ghazipur,,922457.512487,0.24,1,850927862343.7037,7.849447992034533e+17
3648,2017,uttarpradesh,ghazipur,,922457.512487,0.24,1,850927862343.7037,7.849447992034533e+17
3649,2018,uttarpradesh,ghazipur,151.12857,949184.454018,0.24,1,900951127749.4489,8.55168804289762e+17
3650,2018,uttarpradesh,ghazipur,151.12857,949184.454018,0.24,1,900951127749.4489,8.55168804289762e+17
3651,2000,jharkhand,giridih,73.666664,65731.2805286,0.21,1,4320601239.929508,283998652154023.5
3652,2001,jharkhand,giridih,,70259.9668104,0.21,1,4936462936.19851,346835722058077.0
3653,2002,jharkhand,giridih,,72227.2458811,0.21,1,5216775047.568876,376793294067144.4
3654,2003,jharkhand,giridih,,77692.7317203,0.21,1,6036160562.16251,468965803176747.06
3655,2004,jharkhand,giridih,62.0,90933.6538866,0.21,1,8268929409.167964,751923964906007.5
3656,2005,jharkhand,giridih,81.0,86858.7727437,0.21,1,7544446402.541722,655301355555396.4
3657,2006,jharkhand,giridih,77.0,88314.3261633,0.21,1,7799420205.677733,688800539928855.6
3658,2007,jharkhand,giridih,,107985.9699481,0.21,1,11660969705.631956,1259221124198077.0
3659,2008,jharkhand,giridih,79.75,103643.8360002,0.21,1,10742044740.836353,1113346723426053.9
3660,2009,jharkhand,giridih,61.599998,113916.5552988,0.21,1,12976981571.144558,1478293038760797.5
3661,2010,jharkhand,giridih,52.634998,130488.9543595,0.21,1,17027367209.835674,2221883342706694.0
3662,2011,jharkhand,giridih,70.360001,137383.47,0.21,1,18874217829.240902,2593005538916982.5
3663,2012,jharkhand,giridih,78.333336,149526.29,0.21,1,22358111401.1641,3343125449222770.0
3664,2013,jharkhand,giridih,83.699997,150609.33,0.21,1,22683170283.048897,3416297078605904.5
3665,2014,jharkhand,giridih,,170568.0,0.21,1,29093442624.0,4962410321490432.0
3666,2015,jharkhand,giridih,,158231.12,0.21,1,25037087336.4544,3961646370784996.0
3667,2016,jharkhand,giridih,,176363.12,0.21,1,31103950096.1344,5485589683278562.0
3668,2017,jharkhand,giridih,,191573.07,0.21,1,36700241149.2249,7030777866697343.0
3669,2018,jharkhand,giridih,,208701.46,0.21,1,43556299406.1316,9090263278256796.0
3670,2000,assam,goalpara,,76319.4629319,0.24,1,5824660422.213657,444534955184040.2
3671,2001,assam,goalpara,,78289.0124612,0.24,1,6129169472.14993,479846625181952.56
3672,2002,assam,goalpara,,83032.6736654,0.24,1,6894424896.02481,572462532502237.4
3673,2003,assam,goalpara,,88141.4107563,0.24,1,7768908290.110797,684762536726680.1
3674,2004,assam,goalpara,,91168.9827601,0.24,1,8311783417.511411,757776839096782.9
3675,2005,assam,goalpara,,93914.5985394,0.24,1,8819951818.816673,828322234201018.8
3676,2006,assam,goalpara,,98155.9186976,0.24,1,9634584375.369862,945691480633971.5
3677,2007,assam,goalpara,,102351.8869595,0.24,1,10475908764.170265,1072229029628390.4
3678,2008,assam,goalpara,,108448.3450808,0.24,1,11761043550.764278,1275465709503602.0
3679,2009,assam,goalpara,,118440.3320592,0.24,1,14028112258.293558,1661494274036023.0
3680,2010,assam,goalpara,,124268.408209,0.24,1,15442637278.798658,1919031953185272.8
3681,2011,assam,goalpara,,129354.12,0.24,1,16732488360.9744,2164416307344085.5
3682,2012,assam,goalpara,,132517.6,0.24,1,17560914309.760002,2327130218135052.0
3683,2013,assam,goalpara,,138724.76,0.24,1,19244559037.057602,2669696833721647.0
3684,2014,assam,goalpara,38.257145,146425.386988,0.24,1,21440393954.585564,3139417981975367.0
3685,2015,assam,goalpara,33.916668,167628.66595,0.24,1,28099369648.17669,4710259848159779.0
3686,2016,assam,goalpara,23.966352,179631.896487,0.24,1,32267618235.51628,5796293458764294.0
3687,2017,assam,goalpara,,195262.282089,0.24,1,38127358806.6042,7444835090603668.0
3688,2018,assam,goalpara,35.006874,204627.058502,0.24,1,41872233071.18093,8568191886265919.0
3689,2000,jharkhand,godda,170.0,65731.2805286,0.18,1,4320601239.929508,283998652154023.5
3690,2001,jharkhand,godda,,70259.9668104,0.18,1,4936462936.19851,346835722058077.0
3691,2002,jharkhand,godda,81.5,72227.2458811,0.18,1,5216775047.568876,376793294067144.4
3692,2003,jharkhand,godda,,77692.7317203,0.18,1,6036160562.16251,468965803176747.06
3693,2004,jharkhand,godda,113.75,90933.6538866,0.18,1,8268929409.167964,751923964906007.5
3694,2005,jharkhand,godda,139.0,86858.7727437,0.18,1,7544446402.541722,655301355555396.4
3695,2006,jharkhand,godda,,88314.3261633,0.18,1,7799420205.677733,688800539928855.6
3696,2007,jharkhand,godda,,107985.9699481,0.18,1,11660969705.631956,1259221124198077.0
3697,2008,jharkhand,godda,,103643.8360002,0.18,1,10742044740.836353,1113346723426053.9
3698,2009,jharkhand,godda,,113916.5552988,0.18,1,12976981571.144558,1478293038760797.5
3699,2010,jharkhand,godda,,130488.9543595,0.18,1,17027367209.835674,2221883342706694.0
3700,2011,jharkhand,godda,,137383.47,0.18,1,18874217829.240902,2593005538916982.5
3701,2012,jharkhand,godda,131.8,149526.29,0.18,1,22358111401.1641,3343125449222770.0
3702,2013,jharkhand,godda,21.0,150609.33,0.18,1,22683170283.048897,3416297078605904.5
3703,2014,jharkhand,godda,,170568.0,0.18,1,29093442624.0,4962410321490432.0
3704,2015,jharkhand,godda,,158231.12,0.18,1,25037087336.4544,3961646370784996.0
3705,2016,jharkhand,godda,,176363.12,0.18,1,31103950096.1344,5485589683278562.0
3706,2017,jharkhand,godda,,191573.07,0.18,1,36700241149.2249,7030777866697343.0
3707,2018,jharkhand,godda,,208701.46,0.18,1,43556299406.1316,9090263278256796.0
3708,2000,assam,golaghat,,76319.4629319,0.22,1,5824660422.213657,444534955184040.2
3709,2001,assam,golaghat,,78289.0124612,0.22,1,6129169472.14993,479846625181952.56
3710,2002,assam,golaghat,,83032.6736654,0.22,1,6894424896.02481,572462532502237.4
3711,2003,assam,golaghat,,88141.4107563,0.22,1,7768908290.110797,684762536726680.1
3712,2004,assam,golaghat,,91168.9827601,0.22,1,8311783417.511411,757776839096782.9
3713,2005,assam,golaghat,,93914.5985394,0.22,1,8819951818.816673,828322234201018.8
3714,2006,assam,golaghat,,98155.9186976,0.22,1,9634584375.369862,945691480633971.5
3715,2007,assam,golaghat,,102351.8869595,0.22,1,10475908764.170265,1072229029628390.4
3716,2008,assam,golaghat,,108448.3450808,0.22,1,11761043550.764278,1275465709503602.0
3717,2009,assam,golaghat,,118440.3320592,0.22,1,14028112258.293558,1661494274036023.0
3718,2010,assam,golaghat,,124268.408209,0.22,1,15442637278.798658,1919031953185272.8
3719,2011,assam,golaghat,,129354.12,0.22,1,16732488360.9744,2164416307344085.5
3720,2012,assam,golaghat,,132517.6,0.22,1,17560914309.760002,2327130218135052.0
3721,2013,assam,golaghat,,138724.76,0.22,1,19244559037.057602,2669696833721647.0
3722,2014,assam,golaghat,63.5,146425.386988,0.22,1,21440393954.585564,3139417981975367.0
3723,2015,assam,golaghat,56.400002,167628.66595,0.22,1,28099369648.17669,4710259848159779.0
3724,2016,assam,golaghat,40.636467,179631.896487,0.22,1,32267618235.51628,5796293458764294.0
3725,2017,assam,golaghat,,195262.282089,0.22,1,38127358806.6042,7444835090603668.0
3726,2018,assam,golaghat,41.210625,204627.058502,0.22,1,41872233071.18093,8568191886265919.0
3727,2000,uttarpradesh,gonda,65.009094,351084.1089774,0.24,1,123260051576.45488,4.327464538022803e+16
3728,2001,uttarpradesh,gonda,,357471.0467097,0.24,1,127785549235.72853,4.5679634039669784e+16
3729,2002,uttarpradesh,gonda,,369038.1836814,0.24,1,136189181014.86674,5.025900799878383e+16
3730,2003,uttarpradesh,gonda,,388468.8674867,0.24,1,150908061006.3993,5.862308355376977e+16
3731,2004,uttarpradesh,gonda,,407921.4919919,0.24,1,166399943628.89777,6.787811327246803e+16
3732,2005,uttarpradesh,gonda,,431731.0483276,0.24,1,186391698090.0485,8.047108321597816e+16
3733,2006,uttarpradesh,gonda,,466023.3283118,0.24,1,217177742530.80777,1.0120989440945019e+17
3734,2007,uttarpradesh,gonda,,495889.8633084,0.24,1,245906756532.02362,1.2194266788327718e+17
3735,2008,uttarpradesh,gonda,,533571.8096457,0.24,1,284698876048.58716,1.519072944973415e+17
3736,2009,uttarpradesh,gonda,,566760.9860888,0.24,1,321218015352.34894,1.820538391305846e+17
3737,2010,uttarpradesh,gonda,,612018.7067716,0.24,1,374566897438.38165,2.2924194816968883e+17
3738,2011,uttarpradesh,gonda,,645131.553217,0.24,1,416194720956.1789,2.6850034677117558e+17
3739,2012,uttarpradesh,gonda,,673552.189347,0.24,1,453672551774.1369,3.0557214049411014e+17
3740,2013,uttarpradesh,gonda,,707469.104121,0.24,1,500512533285.7704,3.540971535250162e+17
3741,2014,uttarpradesh,gonda,,729686.3008,0.24,1,532442097575.18805,3.885157045698316e+17
3742,2015,uttarpradesh,gonda,,792048.75936,0.24,1,627341237203.7152,4.968848486225701e+17
3743,2016,uttarpradesh,gonda,23.294117,888453.00797,0.24,1,789348747370.9409,7.012992689390642e+17
3744,2017,uttarpradesh,gonda,,922457.512487,0.24,1,850927862343.7037,7.849447992034533e+17
3745,2018,uttarpradesh,gonda,33.687,949184.454018,0.24,1,900951127749.4489,8.55168804289762e+17
3746,2000,maharashtra,gondia,91.25,462181.6751331,0.4,1,213611900828.8384,9.872750615343816e+16
3747,2001,maharashtra,gondia,78.478264,478508.6139339,0.4,1,228970493608.94217,1.0956435352857584e+17
3748,2002,maharashtra,gondia,85.388885,511507.1640366,0.4,1,261639578860.7652,1.3383051898280035e+17
3749,2003,maharashtra,gondia,,551012.7797041,0.4,1,303615083397.239,1.672957910628048e+17
3750,2004,maharashtra,gondia,78.318184,599027.6349564,0.4,1,358834107441.45807,2.1495154672234736e+17
3751,2005,maharashtra,gondia,84.181816,685815.548872,0.4,1,470342967074.60254,3.2256852012235354e+17
3752,2006,maharashtra,gondia,77.447823,780279.6914051,0.4,1,608836396819.2382,4.7506267582630816e+17
3753,2007,maharashtra,gondia,75.954544,871095.9483975,0.4,1,758808151314.5399,6.609947062210929e+17
3754,2008,maharashtra,gondia,81.804352,884778.747654,0.4,1,782833432300.1805,6.92634383852236e+17
3755,2009,maharashtra,gondia,81.666664,970265.1970352,0.4,1,941414552577.7554,9.134217763486605e+17
3756,2010,maharashtra,gondia,,1080814.5878042,0.4,1,1168160173210.3625,1.2625645560976407e+18
3757,2011,maharashtra,gondia,,1126594.697875,0.4,1,1269215613280.0627,1.429891580381485e+18
3758,2012,maharashtra,gondia,95.529411,1189710.839782,0.4,1,1415411882294.7917,1.6839308591223583e+18
3759,2013,maharashtra,gondia,162.57143,1267551.269731,0.4,1,1606686221396.6704,2.0365571599906524e+18
3760,2014,maharashtra,gondia,115.61111,1345341.463303,0.4,1,1809943652882.2573,2.434992242464593e+18
3761,2015,maharashtra,gondia,149.625,1452513.394888,0.4,1,2109795162329.0632,3.064505733752867e+18
3762,2016,maharashtra,gondia,128.37555,1596120.747603,0.4,1,2547601440928.7593,4.066279516489691e+18
3763,2017,maharashtra,gondia,83.546539,1661065.007215,0.4,1,2759136958194.168,4.5831058513699686e+18
3764,2018,maharashtra,gondia,100.81097,1728577.953055,0.4,1,2987981739787.8135,5.164959359528137e+18
3765,2000,bihar,gopalganj,,110614.8384025,0.17,1,12235642474.811188,1353443615102004.8
3766,2001,bihar,gopalganj,32.0,104271.4311831,0.17,1,10872531360.971958,1133694405591684.0
3767,2002,bihar,gopalganj,,117457.1421273,0.17,1,13796180236.712753,1620459902877417.2
3768,2003,bihar,gopalganj,,109882.9860909,0.17,1,12074270632.252922,1326756911941610.2
3769,2004,bihar,gopalganj,,123786.1184561,0.17,1,15323003122.42762,1896775079616015.5
3770,2005,bihar,gopalganj,,120702.783321,0.17,1,14569161901.436275,1758538392157631.0
3771,2006,bihar,gopalganj,,141591.8828573,0.17,1,20048261291.075363,2838671064218484.5
3772,2007,bihar,gopalganj,79.0,148922.2741187,0.17,1,22177843728.685226,3302774923124953.0
3773,2008,bihar,gopalganj,32.82,171625.470485,0.17,1,29455302119.197605,5055280084485107.0
3774,2009,bihar,gopalganj,100.0,179834.9465579,0.17,1,32340608003.482746,5815971511956313.0
3775,2010,bihar,gopalganj,60.57,207295.1926379,0.17,1,42971296890.78407,8907743266875478.0
3776,2011,bihar,gopalganj,113.6,228497.44453,0.17,1,52211082156.74043,1.193009884896107e+16
3777,2012,bihar,gopalganj,87.045555,236932.551245,0.17,1,56137033839.464554,1.3300690646911236e+16
3778,2013,bihar,gopalganj,58.741669,246914.742009,0.17,1,60966889821.37103,1.5053623871334958e+16
3779,2014,bihar,gopalganj,,255738.812159,0.17,1,65402340044.496284,1.6725916755398478e+16
3780,2015,bihar,gopalganj,,269199.601108,0.17,1,72468425236.7063,1.9508471166646256e+16
3781,2016,bihar,gopalganj,75.472145,289264.874311,0.17,1,83674167510.15863,2.420399754790359e+16
3782,2017,bihar,gopalganj,,312605.136484,0.17,1,97721971356.18028,3.0548390193284276e+16
3783,2018,bihar,gopalganj,,345545.451065,0.17,1,119401658751.7143,4.125870003127031e+16
3784,2000,uttarpradesh,gorakhpur,68.222221,351084.1089774,0.32,1,123260051576.45488,4.327464538022803e+16
3785,2000,uttarpradesh,gorakhpur,68.222221,351084.1089774,0.32,1,123260051576.45488,4.327464538022803e+16
3786,2001,uttarpradesh,gorakhpur,69.85714,357471.0467097,0.32,1,127785549235.72853,4.5679634039669784e+16
3787,2001,uttarpradesh,gorakhpur,69.85714,357471.0467097,0.32,1,127785549235.72853,4.5679634039669784e+16
3788,2002,uttarpradesh,gorakhpur,68.599998,369038.1836814,0.32,1,136189181014.86674,5.025900799878383e+16
3789,2002,uttarpradesh,gorakhpur,68.599998,369038.1836814,0.32,1,136189181014.86674,5.025900799878383e+16
3790,2003,uttarpradesh,gorakhpur,,388468.8674867,0.32,1,150908061006.3993,5.862308355376977e+16
3791,2003,uttarpradesh,gorakhpur,,388468.8674867,0.32,1,150908061006.3993,5.862308355376977e+16
3792,2004,uttarpradesh,gorakhpur,99.25,407921.4919919,0.32,1,166399943628.89777,6.787811327246803e+16
3793,2004,uttarpradesh,gorakhpur,99.25,407921.4919919,0.32,1,166399943628.89777,6.787811327246803e+16
3794,2005,uttarpradesh,gorakhpur,,431731.0483276,0.32,1,186391698090.0485,8.047108321597816e+16
3795,2005,uttarpradesh,gorakhpur,,431731.0483276,0.32,1,186391698090.0485,8.047108321597816e+16
3796,2006,uttarpradesh,gorakhpur,,466023.3283118,0.32,1,217177742530.80777,1.0120989440945019e+17
3797,2006,uttarpradesh,gorakhpur,,466023.3283118,0.32,1,217177742530.80777,1.0120989440945019e+17
3798,2007,uttarpradesh,gorakhpur,,495889.8633084,0.32,1,245906756532.02362,1.2194266788327718e+17
3799,2007,uttarpradesh,gorakhpur,,495889.8633084,0.32,1,245906756532.02362,1.2194266788327718e+17
3800,2008,uttarpradesh,gorakhpur,,533571.8096457,0.32,1,284698876048.58716,1.519072944973415e+17
3801,2008,uttarpradesh,gorakhpur,,533571.8096457,0.32,1,284698876048.58716,1.519072944973415e+17
3802,2009,uttarpradesh,gorakhpur,,566760.9860888,0.32,1,321218015352.34894,1.820538391305846e+17
